ticket_id,วันที่แจ้ง,เวลาที่แจ้ง,สถานะ,สถานที่,รายละเอียด,เขตผู้รับผิดชอบ(แก้ไขโดย),หมวดหมู่,สถานะล่าสุด,วันที่สถานะล่าสุด,เวลาสถานะล่าสุด,เวลาที่ใช้,ระยะเวลาจากวันที่เริ่มแจ้ง(วัน),ระยะเวลาจากสถานะล่าสุด(วัน),ค่า Median (วัน),ค่า Mean (วัน),ค่า Percentile 90 (วัน)
MJFV8H,2023-10-30,11:36 น.,รอรับเรื่อง 405 วันที่แล้ว,เขตบางพลัด แขวงบางอ้อ,ศูนย์เรื่องราวร้องทุกข์ ได้รับการประสานผ่านระบบการจัดการเรื่องราวร้องทุกข์ สำนักงานปลัดสำนักนายกรัฐมนตรี ทำเนียบรัฐบาล รหัสเรื่อง นร02660046181ขอให้แก้ไขปัญหาเสียงดังรบกวนจากสถานบันเทิงหลายแห่ง บริเวณชุมชนสะพานไม้แยก 8-2 ซอยจรัญสนิทวงศ์ 44 แขวงบางยี่ขัน เขตบางพลัด กรุงเทพมหานครรายละเอียดของเรื่อง :คำร้องจาก Line PSC 1111--- #ร้องทุกข์ จรัลสนิทวงศ์ 44 ชุมชนสะพานไม้แยก 8-2 เปิดผับบาร์คาราโอเกะ ยันเช้า รุเข้าออก เสียงดังมาก เปิดเพลง ชายเหล้าเบียร์ ดมแก้ส ยันเช้ารุ่งขึ้นอีกวัน เป็นทุกวัน แต่ไม่มีใครกล้ามาตรวจสอบกลางคืน ณเวลานี้ เด็ก ๆ กริอผู้มาเี่ยวยังไม่กลับบ้านเลย ขนาดที่ใหญ่ สถานบันเทิงยังเปิดตีสอง นี่ใหญ่มากรึงัย ไม่มีใครมาตรวจเลย //หมายเหตุ ปักหมุดที่สำนักงานเขตเพราะไม่สามารถปักละติจูด ลองติจูด ที่ชัดเจนได้ กรุณาอ่านรายละเอียดสถานที่จากรายละเอียดการแจ้งเป็นหลักศูนย์ฯ ประสานมาเพื่อตรวจสอบและดำเนินการ และโปรดพิจารณาให้ความคุ้มครองผู้ร้องและผู้เกี่ยวข้องอย่าให้ต้องรับภัย หรือความไม่ชอบธรรมอันเนื่องมาจากการร้องเรียน การเป็นพยาน หรือการให้ข้อมูลนั้น #ศรท #ศรท1111#1555 #citydata,"ร้องทุกข์ กทม. 1555, เขตบางพลัด, กองบังคับการตำรวจนครบาล 7 (บก.น.7), สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบัญชาการตำรวจนครบาล (บช.น.), สน.บวรมงคล, กรุงเทพมหานคร, เพื่อนชัชชาติ",เสียง,รอรับเรื่อง,2023-10-30,11:38 น.,ใช้เวลา 2 นาที,406,406,,,
สถิติรวม,,,,,,,,,,,,,,Median = 406.0,Mean = 406.0,Percentile = 406.0
