ticket_id,วันที่แจ้ง,เวลาที่แจ้ง,สถานะ,สถานที่,รายละเอียด,เขตผู้รับผิดชอบ(แก้ไขโดย),หมวดหมู่,สถานะล่าสุด,วันที่สถานะล่าสุด,เวลาสถานะล่าสุด,เวลาที่ใช้,ระยะเวลาจากสถานะล่าสุด(วัน),ค่า Median (วัน),ค่า Mean (วัน),ค่า Percentile 90 (วัน)
2024-EWDWUE,9 ธ.ค. 67,11:08 น.,รอรับเรื่อง 3 ชั่วโมงที่แล้ว,เขตมีนบุรี,ไม่มาเก็บขยะปากซอยหทัยราษฎร์21,"เขตมีนบุรี, ฝ่ายรักษาความสะอาดฯ เขตมีนบุรี, กรุงเทพมหานคร",ความสะอาด,รอรับเรื่อง,2024-12-09,12:28 น.,ใช้เวลา 1 ชม. 20 นาที,0,,,
สถิติรวม,,,,,,,,,,,,,Median = 0.0,Mean = 0.0,Percentile = 0.0
