ticket_id,วันที่แจ้ง,เวลาที่แจ้ง,สถานะ,สถานที่,รายละเอียด,เขตผู้รับผิดชอบ(แก้ไขโดย),หมวดหมู่,สถานะล่าสุด,วันที่สถานะล่าสุด,เวลาสถานะล่าสุด,เวลาที่ใช้,ระยะเวลาจากสถานะล่าสุด(วัน),ค่า Median (วัน),ค่า Mean (วัน),ค่า Percentile 90 (วัน)
2022-CU2KDB,12 ก.ค. 65,13:04 น.,รอรับเรื่อง 881 วันที่แล้ว,เขตพระนคร แขวงพระบรมมหาราชวัง,กราบเรียนถึงท่านอาจารย์ เรื่องที่ผมเคยพบอาจารย์ ที่วัดพระเชตุพน (วัดโพธิ์ท่าเตีบน)ที่ได้บอกว่าปัจจุบันนี้มีพวกมาเฟียแท็กซี่ และรถสามล้อตุ๊กๆ มาจอดรอบพื้นที่วัด เพื่อมาชักชวนและหลอกชาวต่างชาติ ว่าวัดปิดทำการซ่อมแซมบ้าง,"สน.พระราชวัง, กองบังคับการตำรวจนครบาล 6 (บก.น.6), เขตพระนคร, สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบัญชาการตำรวจนครบาล (บช.น.), กรุงเทพมหานคร, เพื่อนชัชชาติ",จุดเสี่ยง,เปิดเรื่องใหม่,2022-08-04,11:51 น.,ใช้เวลา 22 วัน 22 ชม.,858,,,
สถิติรวม,,,,,,,,,,,,,Median = 858.0,Mean = 858.0,Percentile = 858.0
