ticket_id,วันที่แจ้ง,เวลาที่แจ้ง,สถานะ,สถานที่,รายละเอียด,เขตผู้รับผิดชอบ(แก้ไขโดย),หมวดหมู่,สถานะล่าสุด,วันที่สถานะล่าสุด,เวลาสถานะล่าสุด,เวลาที่ใช้,ระยะเวลาจากวันที่เริ่มแจ้ง(วัน),ระยะเวลาจากสถานะล่าสุด(วัน),ค่า Median (วัน),ค่า Mean (วัน),ค่า Percentile 90 (วัน)
2024-FAQLAR,2024-08-29,11:15 น.,รอรับเรื่อง 102 วันที่แล้ว,เขตดุสิต แขวงถนนนครไชยศรี,อยากให้มาติดป้ายห้ามจอดรถ บริเวณที่รถจอดอยู่ในรูป เพราะ เข้าออกลำบากมาเป็นเวลานาน และเมื่อเร็วๆนี้รถพยาบาลก็ปฏิเสธที่จะเข้ามารับคนป่วยข้างในซอย เหตุผลจากรถคันนี้ที่จอดขว้างทาง,"สน.สามเสน, เขตดุสิต, กองบังคับการตำรวจจราจร (บก.จร.), สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.), กองบังคับการตำรวจนครบาล 1 (บก.น.1), สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบัญชาการตำรวจนครบาล (บช.น.), กรุงเทพมหานคร",ถนน,เปิดเรื่องใหม่,2024-12-09,11:22 น.,ใช้เวลา 102 วัน,102,0,,,
2023-82N3Q7,2023-06-18,15:53 น.,รอรับเรื่อง 539 วันที่แล้ว,เขตดุสิต แขวงดุสิต,ทางม้าลายคนข้ามไฟแดงแยกซังฮี้แม้จะไฟเขียวสำหรับคนข้ามถนนได้ จากฝั่งตรงข้ามมาฝั่งมาร์เกตเพลส แต่ยังมีรถเลี้ยวขวามาจากถนนหน้า รพ.วชิร ทำให้อาจเกิดอุบัติเหตุรถชนได้,"สน.สามเสน, เขตดุสิต, สำนักจราจรและขนส่ง, กองบังคับการตำรวจนครบาล 1 (บก.น.1), สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบัญชาการตำรวจนครบาล (บช.น.), เพื่อนชัชชาติ, กรุงเทพมหานคร",ถนน,เปิดเรื่องใหม่,2023-06-29,10:55 น.,ใช้เวลา 10 วัน 19 ชม.,540,529,,,
สถิติรวม,,,,,,,,,,,,,,Median = 264.5,Mean = 264.5,Percentile = 476.1
