ticket_id,วันที่แจ้ง,เวลาที่แจ้ง,สถานะ,สถานที่,รายละเอียด,เขตผู้รับผิดชอบ(แก้ไขโดย),หมวดหมู่,สถานะล่าสุด,วันที่สถานะล่าสุด,เวลาสถานะล่าสุด,เวลาที่ใช้,ระยะเวลาจากสถานะล่าสุด(วัน),ค่า Median (วัน),ค่า Mean (วัน),ค่า Percentile 90 (วัน)
2022-7QYG3T,7 ก.ย. 65,19:10 น.,รอรับเรื่อง 823 วันที่แล้ว,เขตดอนเมือง,ฟุตบาตไม่สามารถเดินได้,"เขตดอนเมือง, กองทัพอากาศ, กรุงเทพมหานคร, เพื่อนชัชชาติ",ทางเท้า,รอรับเรื่อง,2022-09-08,08:48 น.,ใช้เวลา 13 ชม. 38 นาที,823,,,
สถิติรวม,,,,,,,,,,,,,Median = 823.0,Mean = 823.0,Percentile = 823.0
