ticket_id,วันที่แจ้ง,เวลาที่แจ้ง,สถานะ,สถานที่,รายละเอียด,เขตผู้รับผิดชอบ(แก้ไขโดย),หมวดหมู่,สถานะล่าสุด,วันที่สถานะล่าสุด,เวลาสถานะล่าสุด,เวลาที่ใช้,ระยะเวลาจากสถานะล่าสุด(วัน),ค่า Median (วัน),ค่า Mean (วัน),ค่า Percentile 90 (วัน)
2024-CKUPAM,9 ธ.ค. 67,13:54 น.,รอรับเรื่อง 14 นาทีที่แล้ว,เขตคลองสามวา แขวงสามวาตะวันออก,ตอนนี้ชาวบ้านร่วมเงินทุนและแรงงานทำถนนลูกรังเชื่อมระหว่างซอยนิมิตใหม่ 59 กับถนนราษฎร์นิมิตร (ตามเลขแจ้ง2024-NZ8YVB) แล้วเสร็จและรถยนต์สามารถสัญจรได้แล้ว แต่มีจุดที่เป็นถนนคอนกรีตเดิม เต็มไปด้วยฝุ่นจากการประกอบกิจการของโรงงานทำอิฐบล็อก เวลารถวิ่งผ่านฝุ่นจะฟ้งกระจายในปริมาณมาก จึงขอรบกวนทางกทม.จัดรถน้ำมาฉีดล้างฝุ่นออกจากผิวถนนคอนกรีตดังกล่าวครับ,"เขตคลองสามวา, ฝ่ายรักษาความสะอาดฯ เขตคลองสามวา, สำนักสิ่งแวดล้อม กทม., กรุงเทพมหานคร",ฝุ่นควัน&กลิ่น&PM2.5,รอรับเรื่อง,2024-12-09,13:56 น.,ใช้เวลา 3 นาที,0,,,
2022-H4TB42,31 ก.ค. 65,12:19 น.,รอรับเรื่อง 862 วันที่แล้ว,เขตคลองสามวา,1.เจ้าหน้าที่รักษาความปลอดภัยในสวนสาธรณะบกพร่องต่อหน้าที่,"สำนักสิ่งแวดล้อม กทม., เขตคลองสามวา, กรุงเทพมหานคร, เพื่อนชัชชาติ",อื่นๆ,เปิดเรื่องใหม่,2022-08-13,20:01 น.,ใช้เวลา 13 วัน 7 ชม.,849,,,
สถิติรวม,,,,,,,,,,,,,Median = 424.5,Mean = 424.5,Percentile = 764.1
