ticket_id,วันที่แจ้ง,เวลาที่แจ้ง,สถานะ,สถานที่,รายละเอียด,เขตผู้รับผิดชอบ(แก้ไขโดย),หมวดหมู่,สถานะล่าสุด,วันที่สถานะล่าสุด,เวลาสถานะล่าสุด,เวลาที่ใช้,ระยะเวลาจากวันที่เริ่มแจ้ง(วัน),ระยะเวลาจากสถานะล่าสุด(วัน),ค่า Median (วัน),ค่า Mean (วัน),ค่า Percentile 90 (วัน)
2024-97MTB8,2024-12-08,16:32 น.,รอรับเรื่อง 19 ชั่วโมงที่แล้ว,เขตดินแดง แขวงดินแดง,ใครมาวางเครื่องเซ่นหรืออะไรไม่รู้ค่ะ ตรงเสาร์ไฟ ซ.ประชาสงเคราะห์ 12 เห็นมาหลายวันแล้ว สร้างความสกปรก และทำให้ดูน่ากลัวค่ะ,"เขตดินแดง, ฝ่ายรักษาความสะอาดฯ เขตดินแดง, กรุงเทพมหานคร",ความสะอาด,รอรับเรื่อง,2024-12-09,10:27 น.,ใช้เวลา 17 ชม. 56 นาที,1,0,,,
สถิติรวม,,,,,,,,,,,,,,Median = 0.0,Mean = 0.0,Percentile = 0.0
