ticket_id,วันที่แจ้ง,เวลาที่แจ้ง,สถานะ,สถานที่,รายละเอียด,เขตผู้รับผิดชอบ(แก้ไขโดย),หมวดหมู่,สถานะล่าสุด,วันที่สถานะล่าสุด,เวลาสถานะล่าสุด,เวลาที่ใช้,ระยะเวลาจากวันที่เริ่มแจ้ง(วัน),ระยะเวลาจากสถานะล่าสุด(วัน),ค่า Median (วัน),ค่า Mean (วัน),ค่า Percentile 90 (วัน)
2024-LP684H,2024-08-01,06:19 น.,รอรับเรื่อง 130 วันที่แล้ว,เขตห้วยขวาง แขวงบางกะปิ,สายสื่อสารขาดห้อยลงมา อาจจะไปเกี่ยวคนหรือรถที่สัญจร,"สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200), เขตห้วยขวาง, สำนักงาน กสทช. (สายสื่อสาร), กรุงเทพมหานคร",อื่นๆ,รอรับเรื่อง,2024-08-06,15:54 น.,ใช้เวลา 5 วัน 9 ชม.,130,125,,,
สถิติรวม,,,,,,,,,,,,,,Median = 125.0,Mean = 125.0,Percentile = 125.0
