ticket_id,วันที่แจ้ง,เวลาที่แจ้ง,สถานะ,สถานที่,รายละเอียด,เขตผู้รับผิดชอบ(แก้ไขโดย),หมวดหมู่,สถานะล่าสุด,วันที่สถานะล่าสุด,เวลาสถานะล่าสุด,เวลาที่ใช้,ระยะเวลาจากวันที่เริ่มแจ้ง(วัน),ระยะเวลาจากสถานะล่าสุด(วัน)
2024-ECMRFA,2024-07-16,23:06 น.,รอรับเรื่อง 142 วันที่แล้ว,เขตบางกะปิ,รถขยะเข้ามาเก็บขยะแล้วทำถนนพัง,"ฝ่ายโยธา เขตบางกะปิ, เขตบางกะปิ, กรุงเทพมหานคร",ถนน,เปิดเรื่องใหม่,2024-12-06,11:15 น.,ใช้เวลา 142 วัน 12 ชม.,143,0
2022-NLCXZE,2022-09-01,22:14 น.,รอรับเรื่อง 826 วันที่แล้ว,เขตบางกะปิ,พื้นฟุตบาตยุบเสียหาย อาจเป็นอันตรายกับคนเดินเท้าได้ (บริเวณปากซอยลาดพร้าว 101 ฝั่งตลาด),"การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (รฟม.), กองแผนงานและประสานสาธารณูปโภค สำนักการโยธา (กผภ.สนย.) กทม., ฝ่ายโยธา เขตบางกะปิ, สำนักการโยธา กทม., เขตบางกะปิ, กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี), ผอ.เขตบางกะปิ (นายไพรัตน์), กรุงเทพมหานคร, เพื่อนชัชชาติ",ทางเท้า,เปิดเรื่องใหม่,2023-07-30,17:43 น.,ใช้เวลา 331 วัน 19 ชม.,827,495
