ticket_id,วันที่แจ้ง,เวลาที่แจ้ง,สถานะ,สถานที่,รายละเอียด,เขตผู้รับผิดชอบ(แก้ไขโดย),หมวดหมู่,สถานะล่าสุด,วันที่สถานะล่าสุด,เวลาสถานะล่าสุด,เวลาที่ใช้,ระยะเวลาจากวันที่เริ่มแจ้ง(วัน),ระยะเวลาจากสถานะล่าสุด(วัน)
CJVJ4T,2024-01-26,17:30 น.,รอรับเรื่อง 314 วันที่แล้ว,เขตตลิ่งชัน แขวงบางระมาด,ปัญหา: พบผู้ค้ารถเข็นขายของบริเวณบาทวิถีและผิวจราจรบริเวณทางเข้าหน้าปั๊มน้ำมันดังกล่าวช่วงเวลาประมาณ 05.00-12.00 น.กีดขวางรถที่จะเลี้ยวเข้ามาใช้บริการในปั้มน้ำมันแล้วเกรงว่าจะเกิดอุบัติเหตุด้วย และยังมีการทำให้บริเวณหน้าปั้มน้ำมันสกปรกโดยทิ้งเศษอาหารลงในท่อระบายน้ำทำให้ท่อตันจนเพื่อนบ้านร้องเรียนเขตมาที่ปั้มน้ำมันดังกล่าวซึ่งทางเขตก็เร่งให้จัดการแก้ไขจึงมาร้องเรียนที่นี่ ถนน: กาญจนาภิเษก จุดสังเกต: ปั้มน้ำมันเชลล์ตรงข้ามPaseoเขต: ตลิ่งชัน#1555,"แขวงทางหลวงธนบุรี กรมทางหลวง, กรมทางหลวง, กรมทางหลวงชนบท กระทรวงคมนาคม, ฝ่ายเทศกิจ เขตตลิ่งชัน, เขตตลิ่งชัน, กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555",อื่นๆ,รอรับเรื่อง,2024-08-22,10:36 น.,ใช้เวลา 208 วัน 17 ชม.,315,106
2024-GX6QDR,2024-01-21,14:16 น.,รอรับเรื่อง 319 วันที่แล้ว,เขตตลิ่งชัน แขวงฉิมพลี,กำแพงสะพานขึ้นคราบดำสกปรกอยากให้มีการทาสีปรับปรุงให้ดีเรียบร้อยตามผอ ผู้ว่าชีชชาติ,"แขวงทางหลวงธนบุรี กรมทางหลวง, กรมทางหลวง, เขตตลิ่งชัน, เพื่อนชัชชาติ, กรุงเทพมหานคร",อื่นๆ,รอรับเรื่อง,2024-02-07,13:23 น.,ใช้เวลา 16 วัน 23 ชม.,320,303
2023-82XZXQ,2023-03-15,09:09 น.,รอรับเรื่อง 632 วันที่แล้ว,เขตตลิ่งชัน,ทางเท้าเเละขอบทางเท้าเเตก,"กรมทางหลวงชนบท กระทรวงคมนาคม, สำนักการโยธา กทม., เขตตลิ่งชัน, เพื่อนชัชชาติ, กรุงเทพมหานคร",ทางเท้า,เปิดเรื่องใหม่,2023-04-18,10:12 น.,ใช้เวลา 34 วัน 1 ชม.,632,598
2022-MYHYMD,2022-06-13,17:08 น.,รอรับเรื่อง 906 วันที่แล้ว,เขตตลิ่งชัน,มีน้ำล้นออกจากท่อระบาย ไปสู่ถนนเป็นเวลานานจนมีตะใคร้่ขึ้นทำให้ถนนลื่น,"ผอ.เขตตลิ่งชัน (นางชดาวรรณ), สำนักการระบายน้ำ กทม., ฝ่ายสิ่งแวดล้อมฯ เขตตลิ่งชัน, กองระบบท่อระบายน้ำ สำนักการระบายน้ำ, เขตตลิ่งชัน, สำนักการโยธา กทม., พนักงานกวาด เขตตลิ่งชัน, กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต), ฝ่ายโยธา เขตตลิ่งชัน, กรุงเทพมหานคร, เพื่อนชัชชาติ",น้ำท่วม,รอรับเรื่อง,2023-10-04,13:09 น.,ใช้เวลา 477 วัน 20 ชม.,907,429
2022-EEHHZT,2022-06-11,08:41 น.,รอรับเรื่อง 909 วันที่แล้ว,เขตตลิ่งชัน,มีแต่เสาไฟ ไม่มีไฟส่องสว่างบนสะพาน,"การทางพิเศษแห่งประเทศไทย, กรุงเทพมหานคร, เขตตลิ่งชัน, เพื่อนชัชชาติ",ผิดกฎจราจร,รอรับเรื่อง,2022-06-11,08:41 น.,รอรับเรื่อง,909,909
2022-LTHTBH,2022-06-11,08:39 น.,รอรับเรื่อง 909 วันที่แล้ว,เขตตลิ่งชัน,ไฟถนนไม่มีมานานครับถนนเส้นเปลี่ยวมาก,"การทางพิเศษแห่งประเทศไทย, กรุงเทพมหานคร, เขตตลิ่งชัน, เพื่อนชัชชาติ",ผิดกฎจราจร,รอรับเรื่อง,2022-06-11,08:39 น.,รอรับเรื่อง,909,909
2022-69BMZ2,2022-06-09,08:48 น.,รอรับเรื่อง 911 วันที่แล้ว,เขตตลิ่งชัน,รถเมล์สาย 511 ป้ายฟ้าวิ่งน้อยมากซึ่งเป็นสายสำคัญใช้ในการเดินทางเข้าใจกลางเมืองเพื่อไปทำงาน,"องค์การขนส่งมวลชนกรุงเทพ (ขสมก.), กรุงเทพมหานคร, เขตตลิ่งชัน, เพื่อนชัชชาติ",อื่นๆ,รอรับเรื่อง,2022-06-09,08:48 น.,รอรับเรื่อง,911,911
2022-CNUWNH,2022-06-05,21:06 น.,รอรับเรื่อง 914 วันที่แล้ว,เขตตลิ่งชัน,รถเมล์(เส้นเลือดฝอย) ไม่เพียงพอเป็นอย่างมาก ในพื้นที่สายใต้ใหม่ ตลิ่งชัน แทบไม่มีรถเมล์ ที่สามารถเชื่อมต่อไปยังเส้นทางรถไฟฟ้าใดๆได้เลย มีแต่ต้องนั่งรถเมล์2ต่อ หรือถ้าจะมีก็แต่สาย79 ซึ่งเชื่อมต่อรถไฟฟ้าMRT บริเวณสถานีบางขุนนนท์ แต่รถก็เหมือนจะมีน้อย นานๆที่จะเจอ ทั้งนี้ในอดีตเคยมีรถเมล์เชื่อมต่อระหว่างรถไฟฟ้า สถานีบางหว้า มายัง สายใต้ใหม่ ตลิ่งชัน แต่คนน่าจะน้อย ก็เลยโดนระงับไป ดังนั้นจึงอยากให้เพิ่มรอบรถเมล์ที่ต่อจากรถไฟฟ้ามายังสายใต้ใหม่ หรือเพิ่มรถเมล์เฉพาะที่เชื่อมเอาคนจากรถไฟฟ้ากลับสู่บ้านของพวกค้า,"องค์การขนส่งมวลชนกรุงเทพ (ขสมก.), กรุงเทพมหานคร, เขตตลิ่งชัน, เพื่อนชัชชาติ",อื่นๆ,รอรับเรื่อง,2022-06-05,21:06 น.,รอรับเรื่อง,915,915
2022-7WD9VF,2022-06-01,16:22 น.,รอรับเรื่อง 918 วันที่แล้ว,เขตตลิ่งชัน,บริเวณด่านเก็บค่าทางพิเศษตลิ่งชัน (ทางด่วนศรีรัช) มีกรวย barrier ตั้งมานานหลายปีแล้ว ไม่ได้รับการแก้ไขใด ๆ เกรงว่าจะเกิดอันตรายกับรถที่สิ่งทางนี้,"การทางพิเศษแห่งประเทศไทย, กรุงเทพมหานคร, เขตตลิ่งชัน, เพื่อนชัชชาติ",อื่นๆ,รอรับเรื่อง,2022-06-01,16:22 น.,รอรับเรื่อง,919,919
2022-HD667K,2022-05-31,20:24 น.,รอรับเรื่อง 919 วันที่แล้ว,เขตตลิ่งชัน,พุทธมณฑลสาย 1 ไม่มีรถเมล์วิ่งครับ ช่วยจัดหาให้มี รถเมล์วิ่งด้วยครับ ถนนสายนี้มีโรงเรียน นักเรียนจะได้กลับบ้านสะดวกไม่ต้องนั่งแท็กซี่,"องค์การขนส่งมวลชนกรุงเทพ (ขสมก.), กรุงเทพมหานคร, เขตตลิ่งชัน, เพื่อนชัชชาติ",อื่นๆ,รอรับเรื่อง,2022-05-31,20:24 น.,รอรับเรื่อง,920,920
