ticket_id,วันที่แจ้ง,เวลาที่แจ้ง,สถานะ,สถานที่,รายละเอียด,เขตผู้รับผิดชอบ(แก้ไขโดย),หมวดหมู่,สถานะล่าสุด,วันที่สถานะล่าสุด,เวลาสถานะล่าสุด,เวลาที่ใช้,ระยะเวลาจากวันที่เริ่มแจ้ง(วัน),ระยะเวลาจากสถานะล่าสุด(วัน)
2024-LLAE68,2024-12-08,23:07 น.,รอรับเรื่อง 9 ชั่วโมงที่แล้ว,เขตธนบุรี แขวงบางยี่เรือ,จากเคสวันที่23 ผ่านมา14วันแล้ว แต่ยังมีการวางกระถางต้นไม้ไว้บริเวณเดิมกีดกัดการใช้ถนนของผู้อื่นที่อาศัยอยู่ในซอยร่วมกัน,"เขตธนบุรี, ฝ่ายเทศกิจ เขตธนบุรี, กรุงเทพมหานคร",ถนน,รอรับเรื่อง,2024-12-09,06:13 น.,ใช้เวลา 7 ชม. 6 นาที,1,0
2024-4ZRG8B,2024-01-17,13:29 น.,รอรับเรื่อง 326 วันที่แล้ว,เขตธนบุรี แขวงดาวคะนอง,รถเมล์ขับไม่เหมาะสมขับปาดแล้วพอบีบแตรเตือนมีการแสดงพฤติกรรมไม่เหมาะสมขับเอนไปมาทำเหมือนจะชน,"องค์การขนส่งมวลชนกรุงเทพ (ขสมก.), เขตธนบุรี, กรุงเทพมหานคร, เพื่อนชัชชาติ",ต้นไม้,รอรับเรื่อง,2024-01-18,07:28 น.,ใช้เวลา 18 ชม.,327,326
PWYUGT,2023-12-26,12:54 น.,รอรับเรื่อง 348 วันที่แล้ว,เขตธนบุรี แขวงบุคคโล,ปัญหา: พบถนนขรุขระไม่เสมอกัน เกิดจากการก่อสร้างสถานีรถไฟฟ้าถนน: สมเด็จพระเจ้าตากสินจุดสังเกต: ตั้งแต่ถนนหน้าโรงพยาบาลพระปิ่นเกล้า งบริเวณซอยสมเด็จพระเจ้าตากสิน 20 ไปจนถึง ซอยสมเด็จพระเจ้าตากสิน 22เขต: ธนบุรี#1555,"การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (รฟม.), เขตธนบุรี, กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555",ถนน,เปิดเรื่องใหม่,2024-01-05,10:14 น.,ใช้เวลา 9 วัน 21 ชม.,349,339
2023-DUCVDG,2023-07-16,01:22 น.,รอรับเรื่อง 512 วันที่แล้ว,เขตธนบุรี แขวงตลาดพลู,ร้านday off เปิดเพลงเสียงดัง ตอนตี1,"สน.ตลาดพลู, เขตธนบุรี, กองบังคับการตำรวจนครบาล 8 (บก.น.8), สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบัญชาการตำรวจนครบาล (บช.น.), เพื่อนชัชชาติ, กรุงเทพมหานคร",เสียง,เปิดเรื่องใหม่,2023-07-22,11:22 น.,ใช้เวลา 6 วัน 10 ชม.,512,506
2023-MXUCFN,2023-07-14,11:09 น.,รอรับเรื่อง 513 วันที่แล้ว,เขตธนบุรี,ช่วยลงดู การก่อสร้างทางรถไฟ สายสีม่วง ตรงถนนตากสินด้วยค่ะ,"การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (รฟม.), เขตธนบุรี, เพื่อนชัชชาติ, กรุงเทพมหานคร",ถนน,เปิดเรื่องใหม่,2023-07-18,14:08 น.,ใช้เวลา 4 วัน 2 ชม.,514,510
2023-DFKNN4,2023-07-06,16:24 น.,รอรับเรื่อง 521 วันที่แล้ว,เขตธนบุรี แขวงสำเหร่,จักรยานเข็นบนฟุตบาทเกือบจะไม่ได้ และไม่มีทางเลี่ยงเส้นทางอื่นได้เลย ขอความช่วยเหลือจากหน่วยงานที่เกี่ยวข้องค่ะ,"การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (รฟม.), เขตธนบุรี, กรุงเทพมหานคร, เพื่อนชัชชาติ",ทางเท้า,เปิดเรื่องใหม่,2023-07-07,10:37 น.,ใช้เวลา 18 ชม. 14 นาที,522,521
2023-BHARRX,2023-06-21,08:21 น.,รอรับเรื่อง 537 วันที่แล้ว,เขตธนบุรี,ไฟริมทางเดินหน้าโรงเรียนมณีวิทยาดับอีกแล้วครับ ก่อนหน้านี้เคยมาแก้ไขแล้ว 1 ครั้ง,"เขตธนบุรี, กรมทางหลวงชนบท กระทรวงคมนาคม, การไฟฟ้านครหลวง เขตยานนาวา, Bangkok Smart Lighting (สำนักการโยธา กทม.), การไฟฟ้านครหลวง MEA, เพื่อนชัชชาติ, กรุงเทพมหานคร",อื่นๆ,ส่งต่อ,2024-10-16,10:52 น.,ใช้เวลา 483 วัน 2 ชม.,537,54
2023-CAKRCC,2023-05-22,06:26 น.,รอรับเรื่อง 567 วันที่แล้ว,เขตธนบุรี แขวงบุคคโล,ตัวหนังสือที่ป้ายบอกทางเลือนจนอ่านไม่ได้ รบกวนแก้ไข,"กรมทางหลวงชนบท กระทรวงคมนาคม, สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.), เขตธนบุรี, กรุงเทพมหานคร, เพื่อนชัชชาติ",จุดเสี่ยง,เปิดเรื่องใหม่,2023-07-27,22:07 น.,ใช้เวลา 66 วัน 15 ชม.,567,501
2023-B2EBD3,2023-05-11,19:17 น.,รอรับเรื่อง 577 วันที่แล้ว,เขตคลองสาน แขวงสมเด็จเจ้าพระยา,ช่องทางจราจรบริเวณถนนประชาธิปกตัดกับถนนอิสรภาพ ซึ่งกำลังทำรถไฟฟ้าอยู่ ช่องทางจราจรเลนขวาสุดมีขนาดเล็กมาก,"การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (รฟม.), เขตธนบุรี, เพื่อนชัชชาติ, กรุงเทพมหานคร",ถนน,เปิดเรื่องใหม่,2023-05-12,16:03 น.,ใช้เวลา 20 ชม. 47 นาที,578,577
2023-9RUU7Y,2023-03-21,13:09 น.,รอรับเรื่อง 628 วันที่แล้ว,เขตธนบุรี,มีคนมาหากิน ค่าที่จอดรถใต้สะพานลอยตลาดพลูฝั่งธนบุรี,"สน.ตลาดพลู, สำนักการคลัง กทม., เขตธนบุรี, กองบังคับการตำรวจนครบาล 8 (บก.น.8), สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบัญชาการตำรวจนครบาล (บช.น.), เพื่อนชัชชาติ, กรุงเทพมหานคร",อื่นๆ,เปิดเรื่องใหม่,2024-05-02,16:38 น.,ใช้เวลา 408 วัน 3 ชม.,629,221
2023-DVTX9G,2023-02-24,14:11 น.,รอรับเรื่อง 653 วันที่แล้ว,เขตธนบุรี,มลพิษ และฝุ่นP.M2.5สูงมากครับรบกวนตรวจสอบและดำเนินการแก้ไขให้ด้วยครับขอบคุณครับ,"สำนักสิ่งแวดล้อม กทม., เขตธนบุรี, กองจัดการคุณภาพอากาศและเสียง สำนักสิ่งแวดล้อม, ฝ่ายสิ่งแวดล้อมฯ เขตธนบุรี, กรุงเทพมหานคร, เพื่อนชัชชาติ",ฝุ่นควัน&กลิ่น&PM2.5,รอรับเรื่อง,2023-02-24,14:12 น.,ใช้เวลา 1 นาที,654,654
2022-7WUY7M,2022-08-26,08:40 น.,รอรับเรื่อง 835 วันที่แล้ว,เขตธนบุรี,รถมอเตอร์ไซค์จอดบนถนนหน้าเขตธนบุรีทุกวัน (บางวันก็มีรถตู้เขตร่วมด้วย) ทำให้เสียพื้นที่จราจร,"สน.บางยี่เรือ, ฝ่ายเทศกิจ เขตธนบุรี, เขตธนบุรี, สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบัญชาการตำรวจนครบาล (บช.น.), กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต), ผอ.เขตธนบุรี (ว่าที่ ร.ต.เดชาธร), กองบังคับการตำรวจนครบาล 8 (บก.น.8), เพื่อนชัชชาติ, กรุงเทพมหานคร",ถนน,เปิดเรื่องใหม่,2022-08-31,19:08 น.,ใช้เวลา 5 วัน 10 ชม.,836,831
2022-HTTBNN,2022-06-28,10:44 น.,รอรับเรื่อง 894 วันที่แล้ว,เขตคลองสาน,อยากให้รถสาธารณะทุกสาย 6 และ สาย 89 มี gps ค่ะ,"กรมการขนส่งทางบก, องค์การขนส่งมวลชนกรุงเทพ (ขสมก.), เขตคลองสาน, กรุงเทพมหานคร, เขตธนบุรี, เพื่อนชัชชาติ",เสนอแนะ,เปิดเรื่องใหม่,2022-06-29,00:39 น.,ใช้เวลา 13 ชม. 55 นาที,895,894
