ticket_id,วันที่แจ้ง,เวลาที่แจ้ง,สถานะ,สถานที่,รายละเอียด,เขตผู้รับผิดชอบ(แก้ไขโดย),หมวดหมู่,สถานะล่าสุด,วันที่สถานะล่าสุด,เวลาสถานะล่าสุด,เวลาที่ใช้,ระยะเวลาจากวันที่เริ่มแจ้ง(วัน),ระยะเวลาจากสถานะล่าสุด(วัน)
2024-A23RTP,2024-12-07,20:50 น.,รอรับเรื่อง 1 วันที่แล้ว,เขตลาดกระบัง แขวงคลองสองต้นนุ่น,สารเคมีจากการทำการเกษตร,"เขตลาดกระบัง, ฝ่ายสิ่งแวดล้อมฯ เขตลาดกระบัง, ฝ่ายพัฒนาชุมชนฯ เขตลาดกระบัง, สำนักสิ่งแวดล้อม กทม., กรุงเทพมหานคร",ฝุ่นควัน&กลิ่น&PM2.5,รอรับเรื่อง,2024-12-08,07:05 น.,ใช้เวลา 10 ชม. 15 นาที,2,1
2024-9VYGNP,2024-12-07,20:48 น.,รอรับเรื่อง 1 วันที่แล้ว,เขตลาดกระบัง แขวงคลองสองต้นนุ่น,สารเคมี,"เขตลาดกระบัง, ฝ่ายพัฒนาชุมชนฯ เขตลาดกระบัง, ฝ่ายสิ่งแวดล้อมฯ เขตลาดกระบัง, สำนักสิ่งแวดล้อม กทม., กรุงเทพมหานคร",ฝุ่นควัน&กลิ่น&PM2.5,รอรับเรื่อง,2024-12-08,07:07 น.,ใช้เวลา 10 ชม. 19 นาที,2,1
