ticket_id,วันที่แจ้ง,เวลาที่แจ้ง,สถานะ,สถานที่,รายละเอียด,เขตผู้รับผิดชอบ(แก้ไขโดย),หมวดหมู่,สถานะล่าสุด,วันที่สถานะล่าสุด,เวลาสถานะล่าสุด,เวลาที่ใช้,ระยะเวลาจากวันที่เริ่มแจ้ง(วัน),ระยะเวลาจากสถานะล่าสุด(วัน)
2024-NZKKQQ,2024-07-24,12:40 น.,รอรับเรื่อง 137 วันที่แล้ว,เขตจตุจักร,ไม่แสดงรายละเอียด,"สน.พหลโยธิน, กรุงเทพโปร่งใส, กองบังคับการตำรวจนครบาล 2 (บก.น.2), สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบัญชาการตำรวจนครบาล (บช.น.)",ทุจริต,เปิดเรื่องใหม่,2024-11-12,11:10 น.,ใช้เวลา 110 วัน 22 ชม.,138,27
2022-774QD2,2022-09-06,08:26 น.,รอรับเรื่อง 825 วันที่แล้ว,เขตจตุจักร,ร้องเรียน,"กลุ่มงานสัญญาณไฟจราจร สวจ.สจส., สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.), สน.พหลโยธิน, กองบังคับการตำรวจนครบาล 2 (บก.น.2), กองบัญชาการตำรวจนครบาล (บช.น.), สำนักงานตำรวจแห่งชาติ (Royal Thai Police)",ถนน,เปิดเรื่องใหม่,2023-03-29,09:05 น.,ใช้เวลา 204 วัน,825,621
