ticket_id,วันที่แจ้ง,เวลาที่แจ้ง,สถานะ,สถานที่,รายละเอียด,เขตผู้รับผิดชอบ(แก้ไขโดย),หมวดหมู่,สถานะล่าสุด,วันที่สถานะล่าสุด,เวลาสถานะล่าสุด,เวลาที่ใช้,ระยะเวลาจากวันที่เริ่มแจ้ง(วัน),ระยะเวลาจากสถานะล่าสุด(วัน)
2024-6X8HG9,2024-12-06,14:59 น.,รอรับเรื่อง 1 ชั่วโมงที่แล้ว,เขตพระนคร แขวงวัดสามพระยา,มีการเชื่อมเหล็กตัดเหล็กส่งเสียงดังและกรีดขวางทางรถเข้าออกเป็นประจำทุกวันไม่มีวันหยุด,"เขตพระนคร, ฝ่ายโยธา เขตพระนคร, กรุงเทพมหานคร",เสียง,รอรับเรื่อง,2024-12-06,15:06 น.,ใช้เวลา 7 นาที,0,0
DWM7Z6,2024-02-08,14:38 น.,รอรับเรื่อง 302 วันที่แล้ว,เขตพระนคร แขวงบางขุนพรหม,ปัญหา: หน้าบ้านเลขที่ 42 พบท่อระบายน้ำอุดตัน ไม่สามารถระบายน้ำออกได้ เกรงว่าเวลาฝนตกอาจเกิดน้ำท่วมบ้านและภายในซอยบ้านเลขที่: 42ซอย: เทเวศร์ 1ถนน: กรุงเกษมจุดสังเกต: บริเวณต้นซอยดังกล่าว ซ้ายมือบ้านหลังแรกเขต: พระนคร#1555,"กองระบบท่อระบายน้ำ สำนักการระบายน้ำ, สำนักการระบายน้ำ กทม., ฝ่ายโยธา เขตพระนคร, เขตพระนคร, ร้องทุกข์ กทม. 1555, กรุงเทพมหานคร, เพื่อนชัชชาติ",น้ำท่วม,เปิดเรื่องใหม่,2024-04-20,18:18 น.,ใช้เวลา 72 วัน 3 ชม.,302,230
